Sr_No,Hospital_Name,Address_Original_First_Line,Location,District,State,Pincode,State_ID,District_ID,Latitude,Longitude,coords_valid
22264,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22265,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22266,Kalady Medical Centre,"Kalady Malayattoor Road, Thalayattumpilli, Kalady, Kerala 683574, India",Kalady,,Kerala,683574,,,10.1694324,76.4434602,True
22267,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22268,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22269,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22270,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22271,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22272,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22273,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22274,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22275,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22276,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22277,Kalady Medical Centre,"Kalady Malayattoor Road, Thalayattumpilli, Kalady, Kerala 683574, India",Kalady,,Kerala,683574,,,10.1694324,76.4434602,True
22278,"MAGJ Hospital, Mookkannoor, Angamaly","Mookkannoor, P.O, Mookkannoor Ezhattumugham Rd, Angamaly, Mookkannoor, Kerala 683577, India",Angamaly,,Kerala,683577,,,10.2205562,76.4135571,True
22273,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22274,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22275,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22276,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22277,Kalady Medical Centre,"Kalady Malayattoor Road, Thalayattumpilli, Kalady, Kerala 683574, India",Kalady,,Kerala,683574,,,10.1694324,76.4434602,True
22278,"MAGJ Hospital, Mookkannoor, Angamaly","Mookkannoor, P.O, Mookkannoor Ezhattumugham Rd, Angamaly, Mookkannoor, Kerala 683577, India",Angamaly,,Kerala,683577,,,10.2205562,76.4135571,True
22279,Family Health Centre Munambam,"Government Hospital, Vypin, Pallippuram, Kochi, Kerala 683515, India",Pallippuram,,Kerala,683515,,,10.1696691,76.1818362,True
22280,Navabharath Medical Centre,"Near Moothukunnam Bridge, Munambam, Palliport.P.O, Vypin, Kochi, Kerala 683515, India",Kochi,,Kerala,683515,,,10.1715912,76.1782420,True
22281,MANJUMATHA MEDICAL CENTRE,"Basilica, near Manjumatha, near NH 66, Vypin, Kochi, Kerala 683515, India",Kochi,,Kerala,683515,,,10.1667742,76.1816810,True
22282,Family Health Centre Munambam,"Government Hospital, Vypin, Pallippuram, Kochi, Kerala 683515, India",Pallippuram,,Kerala,683515,,,10.1696691,76.1818362,True
22283,Navabharath Medical Centre,"Near Moothukunnam Bridge, Munambam, Palliport.P.O, Vypin, Kochi, Kerala 683515, India",Kochi,,Kerala,683515,,,10.1715912,76.1782420,True
22284,MANJUMATHA MEDICAL CENTRE,"Basilica, near Manjumatha, near NH 66, Vypin, Kochi, Kerala 683515, India",Kochi,,Kerala,683515,,,10.1667742,76.1816810,True
22285,Family Health Centre Munambam,"Government Hospital, Vypin, Pallippuram, Kochi, Kerala 683515, India",Pallippuram,,Kerala,683515,,,10.1696691,76.1818362,True
22286,Navabharath Medical Centre,"Near Moothukunnam Bridge, Munambam, Palliport.P.O, Vypin, Kochi, Kerala 683515, India",Kochi,,Kerala,683515,,,10.1715912,76.1782420,True
22287,MANJUMATHA MEDICAL CENTRE,"Basilica, near Manjumatha, near NH 66, Vypin, Kochi, Kerala 683515, India",Kochi,,Kerala,683515,,,10.1667742,76.1816810,True
22288,Apollo Adlux Hospital,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22289,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22290,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22291,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22292,Kalady Medical Centre,"Kalady Malayattoor Road, Thalayattumpilli, Kalady, Kerala 683574, India",Kalady,,Kerala,683574,,,10.1694324,76.4434602,True
22293,Najath Hospital,"Bank Junction, Bridge Rd, near Royal Plaza, Periyar Nagar, Aluva, Kochi, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1110449,76.3515636,True
22294,Angamaly Municipality Taluk Hospital,"59WP+HR2, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1963750,76.3870178,True
22295,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22296,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22297,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22298,Kalady Medical Centre,"Kalady Malayattoor Road, Thalayattumpilli, Kalady, Kerala 683574, India",Kalady,,Kerala,683574,,,10.1694324,76.4434602,True
22299,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22300,Medical Trust Hospital South Block,"X76Q+PH8, Santhi Ln, Ravipuram, Perumanoor, Ernakulam, Kochi, Kerala 682016, India",Ernakulam,,Kerala,682016,,,9.9617153,76.2889361,True
22301,M V Joseph Memorial Hospital,"Old Muvattupuzha Road, KSRTC Bus Stand Rd, Perumbavoor, Kerala 683542, India",Perumbavoor,,Kerala,683542,,,10.1111880,76.4818035,True
22302,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22303,Medical Trust Hospital South Block,"X76Q+PH8, Santhi Ln, Ravipuram, Perumanoor, Ernakulam, Kochi, Kerala 682016, India",Ernakulam,,Kerala,682016,,,9.9617153,76.2889361,True
22304,M V Joseph Memorial Hospital,"Old Muvattupuzha Road, KSRTC Bus Stand Rd, Perumbavoor, Kerala 683542, India",Perumbavoor,,Kerala,683542,,,10.1111880,76.4818035,True
22305,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22306,Apollo Adlux Hospital,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22307,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22308,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22309,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22310,Kalady Medical Centre,"Kalady Malayattoor Road, Thalayattumpilli, Kalady, Kerala 683574, India",Kalady,,Kerala,683574,,,10.1694324,76.4434602,True
22311,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22312,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22313,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22314,Thrikkakara Municipal Co-Operative Hospital,"289V+H9Q, Seaport - Airport Rd, near Collectorate Kakkanad P O, Thrikkakara, Edappally, Kochi, Ernakulam, Kerala 682030, India",Kochi,,Kerala,682030,,,10.0189600,76.3434952,True
22315,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22316,P S Mission Hospital,"Vakayil Rd, Maradu, Kochi, Kerala 682304, India",Kochi,,Kerala,682304,,,9.9377613,76.3226990,True
22317,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22318,Medical Trust Hospital South Block,"X76Q+PH8, Santhi Ln, Ravipuram, Perumanoor, Ernakulam, Kochi, Kerala 682016, India",Ernakulam,,Kerala,682016,,,9.9617153,76.2889361,True
22319,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22320,Medical Trust Hospital South Block,"X76Q+PH8, Santhi Ln, Ravipuram, Perumanoor, Ernakulam, Kochi, Kerala 682016, India",Ernakulam,,Kerala,682016,,,9.9617153,76.2889361,True
22321,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22322,M V Joseph Memorial Hospital,"Old Muvattupuzha Road, KSRTC Bus Stand Rd, Perumbavoor, Kerala 683542, India",Perumbavoor,,Kerala,683542,,,10.1111880,76.4818035,True
22323,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22324,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22325,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22326,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22327,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22328,Kalady Medical Centre,"Kalady Malayattoor Road, Thalayattumpilli, Kalady, Kerala 683574, India",Kalady,,Kerala,683574,,,10.1694324,76.4434602,True
22329,"MAGJ Hospital, Mookkannoor, Angamaly","Mookkannoor, P.O, Mookkannoor Ezhattumugham Rd, Angamaly, Mookkannoor, Kerala 683577, India",Angamaly,,Kerala,683577,,,10.2205562,76.4135571,True
22330,Tely Medical Centre,"Tely medical Centre, 2nd gate, 24/37A, 2nd gate, near 2nd railway gate, inside hospital, Thiruvangad, Illathaazha, Thalassery, Kerala 670103, India",Thalassery,,Kerala,670103,,,11.7446864,75.5006044,True
22331,District Hospital Kannur,"District Hospital Post, Ayikkara Government Hospital Rd, Burnacherry, Kannur, Kerala 670017, India",Kannur,,Kerala,670017,,,11.8614086,75.3711262,True
22332,Indira Gandhi Co-Operative Hospital,"Manjodi, Thiruvangad, Illathaazha, Thalassery, Kerala 670103, India",Thalassery,,Kerala,670103,,,11.7468858,75.5060557,True
22333,"Baby Memorial Hospital, Kannur","NH 66,Chala, bypass, Nadal, Chala, Kerala 670621, India",Nadal,,Kerala,670621,,,11.8394019,75.4278268,True
22334,AKG Memorial Co operative Hospital,"Kasaragod - Kannur Rd, Talap, Kannur, Kerala 670002, India",Kannur,,Kerala,670002,,,11.8851516,75.3730455,True
22335,Koyili Hospital,"Koyili Hospital Pallikkunnu, PO, Talap, Kannur, Kerala 670002, India",Kannur,,Kerala,670002,,,11.8871774,75.3715292,True
22336,Thalassery Mission Hospital,"Goods Shed Road, Palissery, Thalassery, Kerala 670101, India",Thalassery,,Kerala,670101,,,11.7541069,75.4907530,True
22337,"Aster MIMS Hospital, Calicut","Mini Bypass Rd, Govindapuram, Kozhikode, Kerala 673016, India",Kozhikode,,Kerala,673016,,,11.2457590,75.7979556,True
22338,Meitra Hospital,"Building No. 38/2208, B Karaparamba, Mini Bypass Rd, Kunduparampa, Edakkad, Kozhikode, Kerala 673005, India",Edakkad,,Kerala,673005,,,11.3018283,75.7752089,True
22339,Malabar Hospitals,"Eranhipalam Junction, Civil Station PO, Eranhipaalam, Eranhippalam, Kozhikode, Kerala 673020, India",Kozhikode,,Kerala,673020,,,11.2805855,75.7847481,True
22340,"Baby Memorial Hospital,Calicut","Indira Gandhi Rd, Arayidathupalam, Kozhikode, Kerala 673004, India",Kozhikode,,Kerala,673004,,,11.2600489,75.7926140,True
22341,CareLand General Hospital,"Poovattuparamba Opposite Grand plaza apartments, Kozhikode, Poovattuparamba, Kerala 673008, India",Kozhikode,,Kerala,673008,,,11.2652306,75.8861146,True
22342,"Ascent ENT Hospital, Kozhikode","Junction, Malaparamba, Kozhikode, Kerala 673009, India",Kozhikode,,Kerala,673009,,,11.2879815,75.8008247,True
22343,"Aster MIMS Hospital, Calicut","Mini Bypass Rd, Govindapuram, Kozhikode, Kerala 673016, India",Kozhikode,,Kerala,673016,,,11.2457590,75.7979556,True
22344,Meitra Hospital,"Building No. 38/2208, B Karaparamba, Mini Bypass Rd, Kunduparampa, Edakkad, Kozhikode, Kerala 673005, India",Edakkad,,Kerala,673005,,,11.3018283,75.7752089,True
22345,Malabar Hospitals,"Eranhipalam Junction, Civil Station PO, Eranhipaalam, Eranhippalam, Kozhikode, Kerala 673020, India",Kozhikode,,Kerala,673020,,,11.2805855,75.7847481,True
22346,"Baby Memorial Hospital,Calicut","Indira Gandhi Rd, Arayidathupalam, Kozhikode, Kerala 673004, India",Kozhikode,,Kerala,673004,,,11.2600489,75.7926140,True
22347,CareLand General Hospital,"Poovattuparamba Opposite Grand plaza apartments, Kozhikode, Poovattuparamba, Kerala 673008, India",Kozhikode,,Kerala,673008,,,11.2652306,75.8861146,True
22348,"Ascent ENT Hospital, Kozhikode","Junction, Malaparamba, Kozhikode, Kerala 673009, India",Kozhikode,,Kerala,673009,,,11.2879815,75.8008247,True
22349,"Crescent Metro Cardiac Centre, Feroke","4th floor, Redcrecent Hospital, Feroke Chungam - Chulliparamba Road, Kozhikode, Kerala 673631, India",Kozhikode,,Kerala,673631,,,11.1826201,75.8479815,True
22350,"Aster MIMS Hospital, Calicut","Mini Bypass Rd, Govindapuram, Kozhikode, Kerala 673016, India",Kozhikode,,Kerala,673016,,,11.2457590,75.7979556,True
22351,Meitra Hospital,"Building No. 38/2208, B Karaparamba, Mini Bypass Rd, Kunduparampa, Edakkad, Kozhikode, Kerala 673005, India",Edakkad,,Kerala,673005,,,11.3018283,75.7752089,True
22352,"Dr Shafeeq Mattummal MD,DM,FESC,FSCAI,FACC,","Meitra Hospital, Kozhikode, Kerala 673005, India",Kozhikode,,Kerala,673005,,,11.3018283,75.7752089,True
22353,Metro Malabar Cardiac Center,"Malabar Hospital Manjeri, Melakkam, Manjeri, Kerala 676123, India",Manjeri,,Kerala,676123,,,11.1244210,76.1109055,True
22354,KMCT Heart Institute & Research Centre,"8XGC+9HF, Calicut Mukkam Road, Manassery, Kerala 673602, India",Manassery,,Kerala,673602,,,11.3259304,75.9714119,True
22355,"Crescent Metro Cardiac Centre, Feroke","4th floor, Redcrecent Hospital, Feroke Chungam - Chulliparamba Road, Kozhikode, Kerala 673631, India",Kozhikode,,Kerala,673631,,,11.1826201,75.8479815,True
22356,MKH Metro Cardiac Center,"2WRH+VW5, Tirurangadi, Kerala 676306, India",Tirurangadi,,Kerala,676306,,,11.0410595,75.9298980,True
22357,Hearts Malabar Cardiac Centre,"Kuthukal, Manjeri, Kerala 676122, India",Manjeri,,Kerala,676122,,,11.1228444,76.1261175,True
22358,LEOMETRO CARDIAC CENTRE,"J33P+Q9M, Kalpetta Bypass Rd, Mandayapuram, Kalpetta, Kerala 673121, India",Kalpetta,,Kerala,673121,,,11.6044628,76.0859170,True
22359,"Crescent Metro Cardiac Centre, Feroke","4th floor, Redcrecent Hospital, Feroke Chungam - Chulliparamba Road, Kozhikode, Kerala 673631, India",Kozhikode,,Kerala,673631,,,11.1826201,75.8479815,True
22360,"Aster MIMS Hospital, Calicut","Mini Bypass Rd, Govindapuram, Kozhikode, Kerala 673016, India",Kozhikode,,Kerala,673016,,,11.2457590,75.7979556,True
22361,Meitra Hospital,"Building No. 38/2208, B Karaparamba, Mini Bypass Rd, Kunduparampa, Edakkad, Kozhikode, Kerala 673005, India",Edakkad,,Kerala,673005,,,11.3018283,75.7752089,True
22362,"Dr Shafeeq Mattummal MD,DM,FESC,FSCAI,FACC,","Meitra Hospital, Kozhikode, Kerala 673005, India",Kozhikode,,Kerala,673005,,,11.3018283,75.7752089,True
22363,Metro Malabar Cardiac Center,"Malabar Hospital Manjeri, Melakkam, Manjeri, Kerala 676123, India",Manjeri,,Kerala,676123,,,11.1244210,76.1109055,True
22364,KMCT Heart Institute & Research Centre,"8XGC+9HF, Calicut Mukkam Road, Manassery, Kerala 673602, India",Manassery,,Kerala,673602,,,11.3259304,75.9714119,True
22365,"Crescent Metro Cardiac Centre, Feroke","4th floor, Redcrecent Hospital, Feroke Chungam - Chulliparamba Road, Kozhikode, Kerala 673631, India",Kozhikode,,Kerala,673631,,,11.1826201,75.8479815,True
22366,MKH Metro Cardiac Center,"2WRH+VW5, Tirurangadi, Kerala 676306, India",Tirurangadi,,Kerala,676306,,,11.0410595,75.9298980,True
22367,Hearts Malabar Cardiac Centre,"Kuthukal, Manjeri, Kerala 676122, India",Manjeri,,Kerala,676122,,,11.1228444,76.1261175,True
22368,LEOMETRO CARDIAC CENTRE,"J33P+Q9M, Kalpetta Bypass Rd, Mandayapuram, Kalpetta, Kerala 673121, India",Kalpetta,,Kerala,673121,,,11.6044628,76.0859170,True
22369,The Eye Foundation | Eye Hospital in Kochi,"next to Chamgampuzha Park Metro Station, Devankulangara, Mamangalam, Edappally, Kochi, Kerala 682024, India",Kochi,,Kerala,682024,,,10.0154907,76.3026405,True
22370,"Dr Agarwals Eye Hospital - Kochi, Kerala","66/5234, Gr Flr, Imperial Trade Center, Metro Station, beside Mahatma Gandhi Road, Padma Junction, Kacheripady, Kochi, Kerala 682035, India",Kochi,,Kerala,682035,,,9.9829392,76.2823473,True
22371,Lotus Eye Hospital and Institute - Kochi,"533/33A - 33F Tejas Tower, Sahodaran Ayyappan Rd, Kadavanthra, Kochi, Kerala 682020, India",Kochi,,Kerala,682020,,,9.9674370,76.3012528,True
22372,Giridhar Eye Institute,"Aaradhana, 36/330, Hospital Rd, opp. Pooja Cricket ground, Kannankulangara, Thrippunithura, Kochi, Kerala 682301, India",Kochi,,Kerala,682301,,,9.9411456,76.3471434,True
22373,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22374,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22375,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22376,Najath Hospital,"Bank Junction, Bridge Rd, near Royal Plaza, Periyar Nagar, Aluva, Kochi, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1110449,76.3515636,True
22377,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22378,Lakshmi Hospital,"Mezhukkattil Building, Sub Jail Rd, opp. Zeenath Theatre, Periyar Nagar, Aluva, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1050882,76.3584821,True
22379,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22380,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22381,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22382,Najath Hospital,"Bank Junction, Bridge Rd, near Royal Plaza, Periyar Nagar, Aluva, Kochi, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1110449,76.3515636,True
22383,Lakshmi Hospital,"Mezhukkattil Building, Sub Jail Rd, opp. Zeenath Theatre, Periyar Nagar, Aluva, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1050882,76.3584821,True
22384,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22385,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22386,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22387,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22388,Najath Hospital,"Bank Junction, Bridge Rd, near Royal Plaza, Periyar Nagar, Aluva, Kochi, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1110449,76.3515636,True
22389,Lakshmi Hospital,"Mezhukkattil Building, Sub Jail Rd, opp. Zeenath Theatre, Periyar Nagar, Aluva, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1050882,76.3584821,True
22390,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22391,Neurology Centre - Specialized Care for Stroke | Epilepsy | Parkinson's Disease | Headache | Dementia,"1st floor, Pristyn Care Doctors Hospital, Mahakavi Vailoppilli Rd, Kaloor, Kochi, Kerala 682025, India",Kochi,,Kerala,682025,,,10.0001448,76.3068544,True
22392,Department of Neurology | Apollo Hospitals Karukutty,"Apollo Hospitals, 544, National Highway, Kochi, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2398990,76.3724745,True
22393,Neurology Centre - Specialized Care for Stroke | Epilepsy | Parkinson's Disease | Headache | Dementia,"1st floor, Pristyn Care Doctors Hospital, Mahakavi Vailoppilli Rd, Kaloor, Kochi, Kerala 682025, India",Kochi,,Kerala,682025,,,10.0001448,76.3068544,True
22394,Atreya Hospital (A Unit of DMRI),"RC Bishop House Rd, East Fort, Chembukkav, Thrissur, Kerala 680005, India",Thrissur,,Kerala,680005,,,10.5285402,76.2264090,True
22395,Department of Neurology | Apollo Hospitals Karukutty,"Apollo Hospitals, 544, National Highway, Kochi, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2398990,76.3724745,True
22396,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22397,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22398,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22399,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
